View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-200678-2026,BL026387,Business License,BSD-Business License,3319 100 HWY Villa Ridge MO 63089,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-06-28
BLBI-200682-2026,BL026391,Business License,BSD-Business License,1000 W NIFONG BLVD STE 6-240 COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-06-28
BLDG-200720-2026,BLDC-000705-2026,Permit,BSD-Final (Building and Trades),2909 FALLING LEAF LN STE B COL MO 65201,"Lichty, Curtis",01:00 PM,01:00 PM,,Re-inspection required,0,2026-06-28
BLDG-200764-2026,BLDC-000705-2026,Permit,BSD-Final (Building and Trades),2909 FALLING LEAF LN STE B COL MO 65201,"Lichty, Curtis",03:14 PM,03:14 PM,,Passed Permit Inspection,0,2026-06-28
BLDG-200670-2026,BLDC-000705-2026,Permit,BSD-Final (Building and Trades),2909 FALLING LEAF LN STE B COL MO 65201,"Hombs, Josh",01:00 PM,01:00 PM,,Cancelled ,0,2026-06-28
ELEC-200711-2026,BLDC-005033-2025,Permit,BSD-Electrical Groundwork,1300 FELLOWS PL COLUMBIA MO 65201,"Lichty, Curtis",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-28
ELEC-200627-2026,BLDC-006210-2025,Permit,BSD-Electrical Tag,110 E WORLEY ST COL MO 65203,"Lichty, Curtis",01:00 PM,01:00 PM,,Cancelled ,0,2026-06-28
BLDG-200626-2026,BLDC-006210-2025,Permit,BSD-Framing and Rough In's,110 E WORLEY ST COL MO 65203,"Lichty, Curtis",01:00 AM,01:00 AM,,Cancelled ,0,2026-06-28
BLDG-200727-2026,BLDR-000618-2026,Permit,BSD-Residential Final (Building and Trades),3517 JAGGED LEAF DR COLUMBIA MO 65202,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-28
BLDG-200702-2026,BLDR-001252-2026,Permit,BSD-Framing and Rough In's,707 ROLLINS RD COLUMBIA MO 65203,"Lichty, Curtis",01:00 PM,01:00 PM,,Re-inspection required,0,2026-06-28
BLDG-200713-2026,BLDR-001814-2026,Permit,BSD-Residential Final (Building and Trades),3120 POMPEY DR COLUMBIA MO 65202,"Hazlett, Harlan",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-06-28
BLDG-200715-2026,BLDR-002092-2026,Permit,BSD-Framing and Rough In's,4801 WHISPER CT COLUMBIA MO 65203,"Hombs, Josh",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-06-28
