View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-204955-2026,BL026123,Business License,BSD-Business License,2407 OAKFIELD DR COLUMBIA MO 65202,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-08-20
BLBI-204983-2026,BL026676,Business License,BSD-Business License,2415 CARTER LN STE 1 COLUMBIA MO 65201,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-08-20
FLT-204969-2026,BLDC-001506-2025,Permit,BSD-Lighting Controls Functional Testing,4604 STELLAR DR COL MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-08-20
PLMB-204961-2026,BLDC-003691-2026,Permit,BSD-Plumbing Groundwork,801 N COLLEGE AVE BLDG B COL MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-08-20
FIRE-FIXED-204977-2026,BLDC-004083-2026,Permit,Fire - Fixed Extinguishing System Acceptance Test,911 RAIN FOREST PKWY COL MO 65202,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-08-20
FFNL-204976-2026,BLDC-004083-2026,Permit,Fire Final (Building),911 RAIN FOREST PKWY COL MO 65202,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-08-20
SITE-204958-2026,BLDC-005033-2025,Permit,BSD-Sidewalk (Commercial),1300 FELLOWS PL COLUMBIA MO 65201,"Nunley, Louis",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-08-20
SITE-204957-2026,BLDC-005033-2025,Permit,BSD-Driveway (Commercial),1300 FELLOWS PL COLUMBIA MO 65201,"Nunley, Louis",12:00 AM,12:00 AM,,Passed Permit Inspection,0,2026-08-20
BLDG-204959-2026,BLDC-006284-2025,Permit,BSD-Footing,3510 ENDEAVOR AVE COLUMBIA MO 65201,"Hombs, Josh",01:00 PM,01:00 PM,,Cancelled ,0,2026-08-20
ELEC-204896-2026,BLDR-002248-2026,Permit,BSD-Electrical Tag,4608 COPPERSTONE CT COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-08-20
BLDG-204899-2026,BLDR-002566-2026,Permit,BSD-Insulation,4004 WHITE PINE CT COL MO 65203,"Tiffany, Andy",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-08-20
ELEC-204946-2026,BLDR-002897-2026,Permit,BSD-Electrical Tag,1025 BROCKTON DR COLUMBIA MO 65201,"Hombs, Josh",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-08-20
BLDG-204945-2026,BLDR-002897-2026,Permit,BSD-Framing and Rough In's,1025 BROCKTON DR COLUMBIA MO 65201,"Hombs, Josh",08:00 AM,08:00 AM,,Re-inspection required,0,2026-08-20
FGAS-204944-2026,BLDR-002897-2026,Permit,BSD-Fuel Gas Tag,1025 BROCKTON DR COLUMBIA MO 65201,"Hombs, Josh",08:00 AM,08:00 AM,,Re-inspection required,0,2026-08-20
FGAS-204947-2026,BLDR-002897-2026,Permit,BSD-Fuel Gas Pressure,1025 BROCKTON DR COLUMBIA MO 65201,"Hombs, Josh",08:00 AM,08:00 AM,,Re-inspection required,0,2026-08-20
SITE-204853-2026,BLDR-003033-2026,Permit,BSD-Sidewalk (Residential),2821 EMERY DR COL MO 65202,"Price, Bud",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-08-20
SITE-204854-2026,BLDR-003033-2026,Permit,BSD-Driveway (Residential),2821 EMERY DR COL MO 65202,"Price, Bud",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-08-20
SITE-204855-2026,BLDR-003086-2026,Permit,BSD-Sidewalk (Residential),2817 EMERY DR COL MO 65202,"Price, Bud",08:00 AM,08:00 AM,,Passed Permit Inspection,0,2026-08-20
