View Inspection,Case Number,Case Type,Inspection Type,Address,Primary Inspector,Estimated Start Time,Estimated End Time,Inspector Phone Number,Status,Order,scrape_date
BLBI-197172-2026,BL026174,Business License,BSD-Business License,208 HIGHVIEW AVE COLUMBIA MO 65203,"Brown, Daryl",12:00 AM,12:00 AM,,On Hold Business License,0,2026-05-18
BLBI-197459-2026,BL026187,Business License,BSD-Business License,904 ELM ST STE 212 COLUMBIA MO 65201,"Brown, Daryl",12:00 AM,12:00 AM,,Passed Business License,0,2026-05-18
FIRENEWBI-196803-2026,BL026201,Business License,Fire - NEW Business Inspection,2024 CHERRY HILL DR STE 201 COLUMBIA MO 65203,"Gilstrap, Christopher",12:00 AM,12:00 AM,,Scheduled,0,2026-05-18
BLDG-197444-2026,BLDC-000987-2026,Permit,BSD-Final (Building and Trades),2200 FORUM BLVD STE 107 COL MO 65203,"Tiffany, Andy",01:00 PM,01:00 PM,,Re-inspection required,0,2026-05-18
ELEC-197442-2026,BLDC-001320-2026,Permit,BSD-Electrical Groundwork,3801 MILLER DR COL MO 65201,"Hazlett, Harlan",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-18
BLDG-197372-2026,BLDC-001417-2026,Permit,BSD-Framing and Rough In's,914 E BROADWAY COL MO 65201,"Tiffany, Andy",01:00 PM,01:00 PM,,Passed Permit Inspection,0,2026-05-18
ARBR-197422-2026,BLDC-001666-2025,Permit,BSD-Landscaping,6705 STEPHENS STATION RD COLUMBIA MO 65202,"Fritz, Steven",08:00 AM,08:00 AM,,Partial Pass Permit Inspection,0,2026-05-18
SITE-197421-2026,BLDC-001666-2025,Permit,BSD-Yard Final (Commercial),6705 STEPHENS STATION RD COLUMBIA MO 65202,"Price, Bud",08:00 AM,08:00 AM,,Re-inspection required,0,2026-05-18
FIRE-PIPE-197518-2026,BLDC-004423-2024,Permit,Fire - Sprinkler System Piping Inspection,4105 LEDGER DR COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-18
FIRE-SFA-197517-2026,BLDC-004423-2024,Permit,Fire - Sprinkler Flow and Alarm Testing,4105 LEDGER DR COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-18
FIRE-PIPE-197519-2026,BLDC-004423-2024,Permit,Fire - Sprinkler System Piping Inspection,4105 LEDGER DR COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Re-inspection required,0,2026-05-18
FIRE-PIPE-197520-2026,BLDC-004423-2024,Permit,Fire - Sprinkler System Piping Inspection,4105 LEDGER DR COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-18
FIRE-FA-197516-2026,BLDC-004423-2024,Permit,Fire - Alarm Acceptance Testing,4105 LEDGER DR COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-18
FFNL-197515-2026,BLDC-004423-2024,Permit,Fire Final (Building),4105 LEDGER DR COLUMBIA MO 65201,"RIGGS, STEVEN",12:00 AM,12:00 AM,,Requested,0,2026-05-18
